"NDB_No","Nutr_No","Isfl_Val","SD","n","Min","Max","CC","DataSrc_ID"
"04044","712","0.0","0.0","3.0","0.0","0.0","B","66"
"04044","713","0.0","0.0","3.0","0.0","0.0","B","66"
"05323","710","0.25","0.07071067811865474","2.0","0.2","0.3","C","91"
"05323","711","0.3","0.0","2.0","0.3","0.3","C","91"
"05323","712","0.0","0.0","2.0","0.0","0.0","C","91"
"05323","713","0.55","0.07071067811865474","2.0","0.5","0.6","C","91"
"05327","710","0.2","0.1414213562373095","2.0","0.1","0.3","C","91"
"05327","711","0.25","0.07071067811865474","2.0","0.2","0.3","C","91"
"05327","712","0.0","0.0","2.0","0.0","0.0","C","91"
"05327","713","0.55","0.21213203435596423","2.0","0.4","0.7","C","91"
"06016","710","0.0","","1.0","0.0","0.0","C","91"
"06016","711","0.1","","1.0","0.1","0.1","C","91"
"06016","712","0.0","","1.0","0.0","0.0","C","91"
"06016","713","0.1","","1.0","0.1","0.1","C","91"
"06019","710","0.0","","1.0","0.0","0.0","C","91"
"06019","711","0.0","","1.0","0.0","0.0","C","91"
"06019","712","0.0","","1.0","0.0","0.0","C","91"
"06019","713","0.0","","1.0","0.0","0.0","C","91"
"06043","710","0.0","","1.0","0.0","0.0","C","91"
"06043","711","0.0","","1.0","0.0","0.0","C","91"
"06043","712","0.0","","1.0","0.0","0.0","C","91"
"06043","713","0.0","","1.0","0.0","0.0","C","91"
"06065","710","0.0","","1.0","0.0","0.0","C","91"
"06065","711","0.0","","1.0","0.0","0.0","C","91"
"06065","712","0.0","","1.0","0.0","0.0","C","91"
"06065","713","0.0","","1.0","0.0","0.0","C","91"
"06071","710","0.0","0.0","2.0","0.0","0.0","C","91"
"06071","711","0.0","0.0","2.0","0.0","0.0","C","91"
"06071","712","0.0","0.0","2.0","0.0","0.0","C","91"
"06071","713","0.0","0.0","2.0","0.0","0.0","C","91"
"06075","710","0.0","0.0","2.0","0.0","0.0","C","91"
"06075","711","0.0","0.0","2.0","0.0","0.0","C","91"
"06075","712","0.0","0.0","2.0","0.0","0.0","C","91"
"06075","713","0.1","0.0","2.0","0.1","0.1","C","91"
"06118","710","0.0","0.0","2.0","0.0","0.0","C","91"
"06118","711","0.0","0.0","2.0","0.0","0.0","C","91"
"06118","712","0.0","0.0","2.0","0.0","0.0","C","91"
"06118","713","0.0","0.0","2.0","0.0","0.0","C","91"
"06119","710","0.0","","1.0","0.0","0.0","C","91"
"06119","711","0.0","","1.0","0.0","0.0","C","91"
"06119","712","0.0","","1.0","0.0","0.0","C","91"
"06119","713","0.0","","1.0","0.0","0.0","C","91"
"06121","710","0.0","","1.0","0.0","0.0","C","91"
"06121","711","0.0","","1.0","0.0","0.0","C","91"
"06121","712","0.0","","1.0","0.0","0.0","C","91"
"06121","713","0.0","","1.0","0.0","0.0","C","91"
"06122","710","0.0","0.0","3.0","0.0","0.0","C","91"
"06122","711","0.0","0.0","3.0","0.0","0.0","C","91"
"06122","712","0.0","0.0","3.0","0.0","0.0","C","91"
"06122","713","0.0","0.0","3.0","0.0","0.0","C","91"
"06125","710","0.15","0.21213203435596426","2.0","0.0","0.3","C","91"
"06125","711","0.15","0.21213203435596426","2.0","0.0","0.3","C","91"
"06125","712","0.05","0.07071067811865477","2.0","0.0","0.1","C","91"
"06125","713","0.35","0.49497474683058323","2.0","0.0","0.7","C","91"
"06175","710","6.1","5.5154328932550705","2.0","2.2","10.0","C","91"
"06175","711","3.25","2.1920310216782974","2.0","1.7","4.8","C","91"
"06175","712","0.55","0.4949747468305833","2.0","0.2","0.9","C","91"
"06175","713","9.899999999999999","8.202438661763951","2.0","4.1","15.7","C","91"
"06183","710","0.0","","1.0","0.0","0.0","C","91"
"06183","711","0.0","","1.0","0.0","0.0","C","91"
"06183","712","0.0","","1.0","0.0","0.0","C","91"
"06183","713","0.0","","1.0","0.0","0.0","C","91"
"06194","710","0.0","0.0","2.0","0.0","0.0","C","91"
"06194","711","0.0","0.0","2.0","0.0","0.0","C","91"
"06194","712","0.0","0.0","2.0","0.0","0.0","C","91"
"06194","713","0.0","0.0","2.0","0.0","0.0","C","91"
"06419","710","0.0","","1.0","0.0","0.0","D","89"
"06419","711","0.0","","1.0","0.0","0.0","D","89"
"06419","712","0.0","","1.0","0.0","0.0","D","89"
"06419","713","0.0","","1.0","0.0","0.0","D","89"
"06419","715","1.0E-4","","1.0","1.0E-4","1.0E-4","","89"
